ого,1267
ати,769
ере,745
мен,699
про,687
пер,673
від,557
ста,540
ува,534
али,533
роз,490
ься,479
тьс,476
ить,447
оло,444
вон,444
оди,438
ити,431
ост,424
він,416
ові,409
при,404
іль,400
пов,400
кол,396
ені,384
оли,378
так,371
ому,370
ала,368
сто,367
віт,366
іст,360
или,358
ися,349
ене,338
ючи,331
стр,329
вся,307
під,299
вал,298
ють,292
бул,288
йог,288
тор,285
лис,282
ора,281
ами,280
лив,280
ння,277
кор,270
зна,269
оро,268
мор,266
оді,263
поч,261
она,260
але,257
ний,249
ина,247
ход,246
лос,242
ово,241
ком,240
біл,237
рос,236
ова,235
дин,235
рук,233
роб,233
ван,233
вил,233
ног,232
одн,232
тра,232
сти,232
ват,230
тис,228
люд,225
ьог,224
мож,224
тро,224
льк,221
они,221
вод,219
тав,217
мат,216
вер,216
аюч,216
міс,215
ник,212
сті,211
пра,210
вши,210
зав,210
ила,210
тіл,210
ьки,209
бач,209
ось,208
вав,208
мал,208
тан,204
єть,204
сер,203
ини,203
мов,203
анн,202
дал,202
ают,202
ови,201
раз,200
орі,200
ска,200
рав,199
под,195
ред,193
ськ,193
буд,192
ава,191
всі,190
лас,190
чин,190
гол,190
див,188
ало,188
каз,187
сво,187
ньо,187
кра,186
пос,186
ину,185
пор,184
льн,184
ять,184
дит,183
лов,183
ожн,181
ачи,180
ись,180
пал,180
вор,178
обі,178
нас,177
пот,176
тре,175
аєт,174
пар,174
уло,172
сть,171
сві,170
реб,170
нов,170
сев,170
сте,169
ним,169
пом,169
чит,168
ори,168
дно,168
ров,167
теп,165
ато,165
був,165
аза,165
нув,164
дум,163
над,162
дів,162
кий,160
омі,160
оті,159
сам,158
ива,158
трі,158
аль,157
мін,157
нав,157
тер,156
ано,156
дов,156
лен,154
дав,154
аст,154
ове,154
раб,154
нат,153
час,153
три,152
пок,152
обо,151
гор,151
том,149
ими,149
ика,148
жит,147
ара,147
іти,147
ист,147
гля,147
ебе,146
оки,146
ько,146
тал,145
лод,143
іля,143
бри,143
хви,143
ков,143
алі,142
іта,141
ита,140
вже,140
оре,139
ані,139
ром,138
ніс,138
уст,138
юди,138
ула,138
рат,138
тим,138
ути,138
ага,137
ули,137
очи,137
ман,135
вит,135
ави,135
без,135
чер,135
иви,134
соб,134
чув,134
бер,134
огл,133
вид,133
кін,132
бли,132
ову,131
кіл,130
тай,130
рив,130
лів,130
уть,129
алу,129
год,128
ній,128
ома,127
рев,127
вис,127
ука,127
зап,126
ень,126
ків,126
пол,126
рів,126
вог,125
оже,125
вий,125
дан,125
них,125
кав,125
ума,125
енн,124
пла,124
еба,124
епе,123
кам,123
ког,123
зал,123
дру,122
одо,122
нам,122
іно,121
оче,121
вол,120
ною,120
оси,120
ару,119
оду,118
наш,118
вля,118
аро,118
оба,118
риг,118
очу,118
шов,118
ики,117
ося,117
ерш,117
ася,117
кою,117
ари,116
рап,115
рим,115
спо,115
дер,114
тов,114
яти,114
оча,114
тар,113
має,113
різ,113
рит,113
ада,113
оби,113
ихо,113
вел,112
ном,112
кри,111
рез,111
иво,110
мог,109
ивс,109
іли,109
вої,109
ежи,108
ері,108
авш,108
олі,108
орт,108
обл,108
рот,108
ака,107
оти,107
поб,107
юва,107
бра,107
ідн,106
мол,105
ерт,105
рус,105
бог,105
йом,104
лиш,104
йшл,104
чог,103
ель,103
тів,103
важ,103
хоч,103
луб,103
ран,102
уди,102
ору,102
ели,101
вни,101
для,101
ляд,101
ана,101
щоб,101
род,100
лав,100
емо,100
тру,100
авс,100
аві,100
озп,100
дні,99
тин,99
смі,99
рам,99
дає,99
овн,99
ева,99
вих,99
има,99
бор,99
имо,99
уже,98
нар,98
каж,98
най,98
тив,98
ода,98
пит,97
обр,97
люб,97
вам,96
гад,96
оря,96
мет,96
ніч,96
ило,96
пли,96
сім,95
тод,95
кла,95
там,95
ька,95
сид,95
тат,95
рег,95
вою,94
іла,94
все,94
кон,94
ден,94
ної,94
ітр,94
іть,94
азя,94
ття,93
уки,93
себ,93
нос,93
рок,93
ніб,93
іби,93
рог,93
хто,93
бит,93
пів,93
ест,93
очі,92
аду,92
ено,92
доб,92
ціл,92
огд,92
гда,92
ахо,91
опл,91
ира,91
рем,91
ивш,91
ваю,91
апи,91
хаз,91
аки,90
реж,90
зем,90
іло,90
абл,90
ать,89
азу,89
ете,89
пог,89
зат,89
аче,89
емл,89
рик,89
зак,89
жін,89
руг,89
еле,88
дор,88
сил,88
зно,88
озу,88
зум,88
уха,88
нул,88
інк,88
івч,88
нем,87
тоя,87
вно,87
нім,87
нут,87
нач,87
бал,87
яки,86
окі,86
жив,86
нал,86
вес,86
бив,86
чис,86
зяї,86
ото,85
чат,85
даю,85
орм,85
дко,85
дом,84
иві,84
лин,84
око,84
уде,84
поп,84
зро,84
рек,83
вив,83
які,83
вчи,83
атр,83
літ,83
тих,83
жна,83
ако,83
нка,83
овс,83
тог,82
гли,82
ино,82
зов,82
дос,81
іні,81
пус,81
рад,81
тає,81
ани,81
спр,81
нає,81
ьно,81
йшо,81
яїн,81
зах,80
лик,80
уси,80
май,80
ває,80
кто,80
спі,80
заг,80
айа,80
рти,79
ідп,79
ині,79
лят,79
ісц,79
гов,79
аре,78
сон,78
лет,78
тво,78
отр,78
рей,78
умі,78
вір,78
рох,78
яко,78
йах,78
апа,77
сло,77
заб,77
пис,77
рий,77
вій,77
чал,77
мно,76
мна,76
офе,76
роп,76
сор,76
ідч,76
бут,76
яка,76
итт,75
сит,75
вим,75
нап,75
рич,75
есь,75
ькі,75
тит,75
вик,75
інш,75
каю,75
гат,74
леж,74
кан,74
чив,74
тел,74
кар,74
арт,74
нес,74
воє,74
тім,74
ена,74
кож,74
чен,74
усі,74
ени,73
сно,73
зні,73
риб,73
ібн,73
вто,73
еть,73
дес,72
іка,72
аже,72
таю,72
ійн,72
ата,72
ога,72
апі,72
піш,72
име,72
амі,72
дил,72
сив,71
ких,71
ера,71
рац,71
уюч,71
ізн,71
лян,71
ект,71
дат,71
док,71
арі,70
ича,70
лич,70
сту,70
мар,70
руж,70
піт,70
мач,70
омо,69
йте,69
зви,69
нта,69
роф,69
зда,69
рис,69
міт,69
наю,69
яда,69
ант,69
вир,69
упи,69
кре,69
ємо,69
вип,69
дво,69
лад,68
жис,68
уку,68
чав,68
вар,68
амо,68
імн,68
нев,68
авт,68
опе,68
руч,68
зас,68
дчу,68
идк,68
блі,67
ево,67
єте,67
жен,67
ига,67
вин,67
іма,67
рож,67
кій,67
зпо,67
іда,67
сце,67
рес,66
мої,66
ека,66
яли,66
мав,66
цьо,66
зад,66
слу,66
піс,66
іте,66
ико,66
охи,66
пин,66
ота,65
тяг,65
віс,65
ерн,65
ким,65
шли,65
кал,65
син,65
сок,65
мій,65
нік,65
бел,65
абе,65
онц,64
кім,64
еро,64
крі,64
бок,64
две,64
вас,64
аши,64
ріл,64
ачт,64
рас,63
исе,63
вст,63
або,63
иба,63
дуж,63
шви,63
кап,63
нак,62
сни,62
вча,62
реш,62
оно,62
еко,62
слі,62
лек,62
маю,62
мер,62
інн,62
пад,62
чор,62
анд,62
гав,62
асн,61
оми,61
рни,61
оїх,61
чки,61
змо,61
иса,61
аво,61
щос,61
нки,61
кру,61
бов,60
опи,60
стя,60
акі,60
ите,60
тін,60
тил,60
абу,60
лан,60
ець,60
кої,60
ізь,60
дра,60
уби,60
лом,59
плі,59
ент,59
нні,59
иці,59
ниц,59
івк,59
жно,59
ячи,59
лух,59
аєм,59
дна,59
івн,59
їха,59
іса,59
чно,58
айн,58
дій,58
льш,58
нів,58
лко,58
фес,58
нок,58
ока,58
абр,58
есо,58
оги,57
айт,57
ема,57
існ,57
дпо,57
зво,57
ваш,57
іва,57
иск,57
той,57
люв,57
тур,57
баг,56
ічн,56
акт,56
нку,56
ише,56
елі,56
одя,56
гар,56
гал,56
губ,56
бля,56
овг,56
тем,56
кин,56
сар,56
дол,55
кро,55
оте,55
анц,55
кає,55
ках,55
тої,55
озм,55
ляю,55
сів,55
оле,55
рон,55
алк,55
ньк,55
вго,55
лот,55
дуб,55
сну,54
пле,54
аці,54
мон,54
иді,54
бою,54
ажу,54
нці,54
йно,54
інь,54
учи,54
чут,54
нит,54
рсь,54
пах,54
ган,54
дей,54
тув,54
вше,54
охо,53
вич,53
чай,53
ади,53
авл,53
зві,53
пох,53
діл,53
дар,53
ріб,53
ийш,53
чил,53
іко,53
дув,53
оса,53
орс,53
удн,53
вів,53
юде,53
хай,53
бил,53
тни,53
наб,52
біг,52
оні,52
хал,52
иму,52
овч,52
ичн,52
исо,52
шла,52
чет,52
хол,52
ітл,52
рну,52
окл,52
тут,52
анк,52
ечі,51
дзв,51
ешт,51
аме,51
нах,51
мус,51
чек,51
ажа,51
оїт,51
ида,51
іді,51
ерв,51
ашо,51
кот,51
зар,50
огн,50
бот,50
йсь,50
апо,50
рил,50
уют,50
рта,50
инк,50
діс,50
ніш,50
опо,50
міл,50
іхт,50
чим,50
ане,50
дим,50
зни,50
иве,49
сьо,49
кит,49
сла,49
кат,49
лиц,49
аті,49
тос,49
наз,49
ази,49
дни,49
йде,49
віл,49
хат,49
ону,49
гла,49
іде,49
пан,49
вік,49
орн,49
убі,49
гос,48
дня,48
ями,48
жни,48
ско,48
ьом,48
лит,48
жні,48
хот,48
нят,48
озв,48
ніх,48
неб,48
руш,48
ноч,48
ниж,47
гра,47
річ,47
поз,47
ток,47
ску,47
ічо,47
неп,47
осо,47
ачу,47
тоб,47
аді,47
ідк,47
жал,47
веч,47
онт,47
шин,47
осн,47
ідо,46
моє,46
мот,46
нце,46
виг,46
бат,46
хов,46
овл,46
еті,46
сні,46
сме,46
лий,46
фаб,46
уєт,46
цен,46
хил,46
кид,46
отн,46
есе,46
ану,45
яга,45
пам,45
ату,45
тря,45
дрі,45
илі,45
юби,45
нен,45
неї,45
ожу,45
пої,45
таж,45
ега,45
ама,45
дві,45
екр,44
айс,44
діт,44
бир,44
кув,44
їть,44
цей,44
шог,44
іни,44
ліс,44
ірн,44
ших,44
сол,44
ляв,44
маш,44
рка,44
оне,44
тні,44
теб,44
віч,43
шті,43
рах,43
дят,43
ача,43
яку,43
рих,43
ери,43
інч,43
шис,43
зус,43
емн,43
есл,43
оку,42
увс,42
вом,42
ьни,42
філ,42
ляє,42
ейс,42
оль,42
блю,42
два,42
нти,42
ісл,42
пил,42
шко,42
їхн,42
иро,42
агу,42
сіх,42
иль,42
рет,42
рюм,42
лін,41
ріс,41
адо,41
явл,41
оде,41
одж,41
сел,41
иту,41
атк,41
иля,41
тий,41
плю,41
амб,41
дир,41
одр,41
што,41
трю,41
нер,40
ілу,40
ччя,40
вул,40
ацю,40
еда,40
оту,40
джу,40
змі,40
умк,40
аси,40
пив,40
утн,40
низ,40
ичч,40
чни,40
очк,40
хну,40
ате,39
ивл,39
ваг,39
ійс,39
ійш,39
ішн,39
олю,39
зам,39
уко,39
няв,39
сід,39
дсь,39
гру,39
руд,39
сля,39
лід,39
вні,39
олу,39
еві,39
ріш,39
зай,39
апл,39
ече,39
пон,39
хав,39
алю,39
оля,39
лам,39
ліз,39
ежа,39
бак,39
сят,38
авн,38
озк,38
раю,38
ито,38
оял,38
скл,38
яла,38
ажн,38
осл,38
иго,38
кос,38
рні,38
мил,38
нни,38
йти,38
яну,38
реч,37
лік,37
топ,37
пре,37
лон,37
аєш,37
ший,37
асу,37
зву,37
зом,37
жли,37
ипа,37
окр,37
ілі,37
наг,37
осп,37
цік,37
явс,37
нив,37
уба,37
чов,37
йсе,37
айк,37
уши,37
кни,36
сли,36
тир,36
дем,36
рал,36
тьк,36
рто,36
дих,36
льм,36
азо,36
ілк,36
тку,36
рид,36
шил,36
дою,36
усь,36
рен,36
зди,36
ген,36
йма,36
уду,36
ику,36
рво,36
ену,36
шук,36
точ,36
епо,36
жко,36
еся,35
нод,35
льо,35
юся,35
исл,35
иши,35
тно,35
ідд,35
айш,35
тон,35
ивн,35
бол,35
ерц,35
гот,35
зва,35
юдс,35
ола,35
лиз,35
їзд,35
ців,35
апт,35
шої,35
рой,35
ире,35
ьку,35
пло,35
мба,35
зга,34
аго,34
апр,34
рна,34
зби,34
чом,34
дда,34
осу,34
сув,34
ряд,34
іті,34
нил,34
лег,34
уда,34
цьк,34
нно,34
рно,34
туп,34
ішо,34
суд,34
тес,34
рин,34
мок,34
скр,34
пав,34
млі,34
зуп,34
чка,34
тум,34
куд,34
вку,33
евн,33
спа,33
урн,33
кля,33
сом,33
млю,33
рши,33
гну,33
фор,33
рту,33
дяч,33
нко,33
вен,33
тик,33
дод,33
ітн,33
нез,33
іше,33
бру,33
бро,33
ращ,33
игл,33
хит,33
шал,33
пто,33
щог,33
пля,33
куп,33
огу,33
озн,33
тол,33
сна,33
бре,33
кел,33
йду,32
оєї,32
іга,32
рії,32
грі,32
оїм,32
ирі,32
кли,32
міш,32
між,32
дур,32
ьше,32
цюв,32
тки,32
гні,32
міх,32
иди,32
злі,32
раш,32
міч,32
аху,32
ерк,32
зьк,32
лка,32
виб,32
ерд,32
упа,32
дне,32
хта,32
ясн,32
осв,31
скі,31
мос,31
гає,31
ята,31
тен,31
аші,31
авд,31
яви,31
йст,31
озі,31
іша,31
бни,31
хаю,31
гон,31
икі,31
тят,31
ємн,31
гро,31
аку,31
иву,31
нця,31
іри,31
ьні,31
инн,31
дки,31
фар,31
роч,31
хні,31
арн,31
ухо,31
лях,31
сос,31
хоп,30
щас,30
лял,30
пев,30
иця,30
апе,30
зве,30
епр,30
чую,30
вищ,30
аби,30
ужи,30
моя,30
сал,30
ась,30
увш,30
оят,30
кти,30
зко,30
рше,30
риє,30
доз,30
нши,30
оці,30
дну,30
іна,30
йни,30
озг,30
бар,30
ахи,30
стю,30
уги,30
нсь,30
убо,30
жат,29
оза,29
ієї,29
ижк,29
кну,29
мин,29
чні,29
ідб,29
уль,29
удо,29
лим,29
рма,29
брі,29
мою,29
тка,29
кад,29
рму,29
ело,29
вка,29
рят,29
зан,29
айо,29
орк,29
сця,29
тиг,29
жув,29
есп,28
дри,28
влю,28
иша,28
шни,28
вла,28
асо,28
овж,28
ірк,28
діб,28
пиш,28
дця,28
лер,28
езл,28
ашн,28
нед,28
ощі,28
чуд,28
ипи,28
оме,28
вох,28
ляр,28
ніж,28
доп,28
кір,28
ляк,28
иха,28
ішл,28
рут,28
міц,28
іцн,28
шма,28
езі,28
илю,28
айц,28
авк,27
теж,27
риш,27
віз,27
шив,27
рух,27
хід,27
дек,27
яєт,27
рій,27
ине,27
ужч,27
хом,27
осм,27
жки,27
озб,27
міг,27
вед,27
шит,27
шен,27
рец,27
льт,27
итр,27
піз,27
уяв,27
иня,27
льц,27
маг,27
лює,27
зго,27
кул,27
олк,27
бій,27
мір,27
уці,27
есн,27
сір,27
ліх,27
ягл,27
рип,27
зел,26
ідс,26
ашу,26
жка,26
мні,26
нди,26
рце,26
ожи,26
авж,26
лог,26
бур,26
рко,26
идя,26
обу,26
зня,26
ств,26
осі,26
ушу,26
жил,26
ичи,26
вда,26
ети,26
уго,26
мом,26
мем,26
ікн,26
ура,26
нег,26
мля,26
дот,26
аба,26
ета,26
овк,26
жав,26
опр,26
абі,25
рош,25
лак,25
зив,25
муж,25
умо,25
икл,25
вкр,25
тко,25
нею,25
юбо,25
чір,25
иєм,25
его,25
риї,25
нял,25
тиш,25
адр,25
яни,25
арб,25
иби,25
ища,25
вов,25
ншо,25
вна,25
лил,25
бле,25
втр,25
арк,25
орд,25
уна,25
убк,25
чул,25
єць,25
рел,24
дро,24
ебі,24
дже,24
іал,24
етр,24
жче,24
шні,24
стк,24
іха,24
шно,24
рає,24
цят,24
яют,24
взя,24
зне,24
іши,24
изь,24
руп,24
кіс,24
інц,24
иле,24
аву,24
пут,24
коч,24
тве,24
ляч,24
дош,24
аля,24
міє,24
овт,24
яту,24
вле,24
сат,24
епл,24
арс,24
яюч,24
аря,24
вос,24
арм,24
айб,24
чку,24
душ,24
уск,24
убу,24
лоп,24
ажи,24
мія,24
дут,23
ерг,23
гою,23
еля,23
вух,23
итя,23
еве,23
хма,23
ишн,23
осе,23
нин,23
жод,23
рак,23
еру,23
удь,23
еви,23
янк,23
мир,23
рін,23
нет,23
цію,23
сад,23
мію,23
лув,23
аще,23
рша,23
тло,23
впе,23
нуд,23
ерх,23
ицю,23
шка,23
лки,23
опу,23
лед,23
руб,23
кер,23
очо,23
юмі,23
оня,23
нот,23
уче,23
глу,23
аше,23
риз,23
сці,23
гна,23
одк,23
лев,23
шки,23
уре,23
фра,23
іво,23
озд,23
аке,23
смо,23
убл,22
рмо,22
рех,22
исн,22
іне,22
асл,22
шло,22
езп,22
тах,22
жаю,22
огі,22
ичк,22
ужо,22
